instrument_id,trading_day,open,high,low,close,volume,turnover,open_interest
T2412,20240425,104.46499633790000000,104.49500274660000000,104.37999725340000000,104.39499664310000000,164.000000,171268950.000000,1820.000000
T2412,20240426,104.47499847410000000,104.50000000000000000,104.13500213620000000,104.13999938960000000,409.000000,426541050.000000,1857.000000
T2412,20240429,103.94999694820000000,103.94999694820000000,103.54499816890000000,103.74500274660000000,799.000000,828842400.000000,1971.000000
T2412,20240430,103.90000152590000000,104.00499725340000000,103.86000061040000000,104.00499725340000000,262.000000,272315850.000000,1970.000000
T2412,20240506,103.98500061040000000,104.04000091550000000,103.87500000000000000,103.96499633790000000,543.000000,564583100.000000,2111.000000
T2412,20240507,104.00499725340000000,104.16999816890000000,104.00499725340000000,104.12999725340000000,705.000000,734110000.000000,2440.000000
T2412,20240508,104.08999633790000000,104.20999908450000000,104.06500244140000000,104.19000244140000000,306.000000,318627900.000000,2540.000000
T2412,20240509,104.13999938960000000,104.15499877930000000,103.90000152590000000,103.90000152590000000,667.000000,693961250.000000,2902.000000
T2412,20240510,103.97499847410000000,104.05000305180000000,103.80500030520000000,103.83999633790000000,691.000000,717868950.000000,3290.000000
T2412,20240513,103.88500213620000000,104.20999908450000000,103.88500213620000000,104.20999908450000000,1414.000000,1472081550.000000,3693.000000
T2412,20240514,104.23000335690000000,104.33000183110000000,104.18000030520000000,104.20999908450000000,952.000000,992517400.000000,3672.000000
T2412,20240515,104.22499847410000000,104.30999755860000000,104.12999725340000000,104.19999694820000000,717.000000,747300900.000000,3887.000000
T2412,20240516,104.13999938960000000,104.20500183110000000,103.98500061040000000,104.03500366210000000,823.000000,856428900.000000,3913.000000
T2412,20240517,103.94999694820000000,104.02999877930000000,103.81500244140000000,103.97499847410000000,742.000000,771044050.000000,3974.000000
T2412,20240520,103.90499877930000000,104.19499969480000000,103.90499877930000000,104.16000366210000000,788.000000,820497450.000000,4043.000000
